,Mon_00,Mon_01,Mon_05,Mon_06,Mon_07,Mon_08,Mon_09,Mon_10,Mon_11,Mon_12,Mon_13,Mon_14,Mon_15,Mon_16,Mon_17,Mon_18,Mon_19,Mon_20,Mon_21,Mon_22,Mon_23,Tue_00,Tue_01,Tue_05,Tue_06,Tue_07,Tue_08,Tue_09,Tue_10,Tue_11,Tue_12,Tue_13,Tue_14,Tue_15,Tue_16,Tue_17,Tue_18,Tue_19,Tue_20,Tue_21,Tue_22,Tue_23,Wed_00,Wed_01,Wed_05,Wed_06,Wed_07,Wed_08,Wed_09,Wed_10,Wed_11,Wed_12,Wed_13,Wed_14,Wed_15,Wed_16,Wed_17,Wed_18,Wed_19,Wed_20,Wed_21,Wed_22,Wed_23,Thu_00,Thu_01,Thu_05,Thu_06,Thu_07,Thu_08,Thu_09,Thu_10,Thu_11,Thu_12,Thu_13,Thu_14,Thu_15,Thu_16,Thu_17,Thu_18,Thu_19,Thu_20,Thu_21,Thu_22,Thu_23,Fri_00,Fri_01,Fri_05,Fri_06,Fri_07,Fri_08,Fri_09,Fri_10,Fri_11,Fri_12,Fri_13,Fri_14,Fri_15,Fri_16,Fri_17,Fri_18,Fri_19,Fri_20,Fri_21,Fri_22,Fri_23,Sat_00,Sat_01,Sat_05,Sat_06,Sat_07,Sat_08,Sat_09,Sat_10,Sat_11,Sat_12,Sat_13,Sat_14,Sat_15,Sat_16,Sat_17,Sat_18,Sat_19,Sat_20,Sat_21,Sat_22,Sat_23,Sun_00,Sun_01,Sun_05,Sun_06,Sun_07,Sun_08,Sun_09,Sun_10,Sun_11,Sun_12,Sun_13,Sun_14,Sun_15,Sun_16,Sun_17,Sun_18,Sun_19,Sun_20,Sun_21,Sun_22,Sun_23,cluster_group,daily_ppl_avg,max_people_by_hr,max_weekday,max_hour,to,from,group_name,color,lat,long,code,Eng,站名
10,37.98,0.0,0.0,9.5,85.46,227.9,227.9,265.89,370.34,503.29,531.78,607.74,588.75,550.77,560.26,579.26,531.78,446.31,389.34,265.89,94.96,37.98,0.0,0.0,18.99,85.46,246.9,199.42,227.9,351.35,436.82,503.29,512.78,493.79,455.81,531.78,560.26,465.3,370.34,341.86,218.41,94.96,37.98,0.0,0.0,9.5,75.97,227.9,218.41,237.4,303.87,474.8,522.28,503.29,503.29,522.28,550.77,617.24,474.8,379.84,341.86,237.4,94.96,37.98,0.0,0.0,18.99,104.46,237.4,227.9,246.9,303.87,455.81,512.78,493.79,484.3,474.8,541.27,617.24,522.28,427.32,379.84,275.38,104.46,66.47,0.0,0.0,9.5,104.46,237.4,208.91,256.39,398.83,560.26,617.24,626.74,626.74,598.25,683.71,807.16,712.2,569.76,522.28,379.84,161.43,56.98,0.0,0.0,18.99,75.97,199.42,237.4,446.31,655.22,816.66,902.12,949.6,911.62,911.62,949.6,854.64,702.7,569.76,531.78,389.34,142.44,37.98,0.0,0.0,18.99,56.98,123.45,208.91,370.34,645.73,769.18,892.62,940.1,826.15,807.16,797.66,731.19,636.23,531.78,455.81,284.88,151.94,0,7656.01,949.6,Sat,17,BL11,BL12,A,#08306b,25.04212,121.507659,BL11,Ximen,西門站
11,3.69,0.0,1.85,11.08,25.84,53.53,46.15,60.92,60.92,77.53,84.92,77.53,75.69,88.61,99.68,108.91,83.07,64.61,53.53,40.61,16.61,1.85,0.0,0.0,9.23,25.84,60.92,51.69,53.53,70.15,81.22,84.92,70.15,64.61,70.15,92.3,105.22,77.53,60.92,57.23,35.07,14.77,3.69,0.0,1.85,9.23,24.0,55.38,53.53,48.0,70.15,77.53,79.38,70.15,73.84,79.38,114.45,119.99,79.38,60.92,64.61,46.15,12.92,3.69,0.0,0.0,5.54,27.69,64.61,48.0,46.15,71.99,75.69,79.38,68.3,75.69,77.53,107.07,127.37,83.07,59.07,59.07,44.3,16.61,7.38,0.0,0.0,9.23,27.69,66.46,60.92,62.76,75.69,99.68,99.68,92.3,105.22,108.91,145.83,184.6,140.3,95.99,86.76,64.61,25.84,9.23,0.0,0.0,14.77,29.54,64.61,84.92,101.53,97.84,129.22,131.07,127.37,121.84,134.76,132.91,118.14,88.61,73.84,81.22,64.61,24.0,5.54,0.0,3.69,11.08,36.92,59.07,86.76,103.38,121.84,125.53,119.99,132.91,151.37,153.22,167.99,143.99,127.37,105.22,77.53,48.0,24.0,0,1358.64,184.6,Fri,18,BL12,BL12,A,#08306b,25.046264,121.517482,BL12,Taipei Main Station,臺北車站
12,7.04,0.0,0.0,21.12,133.76,260.48,211.2,119.68,98.56,116.16,133.76,112.64,88.0,80.96,112.64,126.72,70.4,49.28,59.84,45.76,17.6,3.52,0.0,0.0,24.64,193.6,352.0,292.16,151.36,116.16,151.36,183.04,119.68,98.56,80.96,123.2,154.88,98.56,49.28,52.8,35.2,14.08,3.52,0.0,0.0,24.64,186.56,352.0,242.88,133.76,105.6,123.2,197.12,133.76,91.52,88.0,137.28,168.96,80.96,49.28,45.76,31.68,14.08,7.04,0.0,0.0,21.12,183.04,334.4,242.88,137.28,133.76,183.04,204.16,119.68,105.6,84.48,119.68,158.4,88.0,49.28,52.8,49.28,14.08,3.52,0.0,0.0,28.16,176.0,327.36,246.4,140.8,116.16,147.84,214.72,151.36,102.08,119.68,179.52,200.64,123.2,77.44,70.4,59.84,21.12,7.04,0.0,0.0,28.16,66.88,179.52,172.48,144.32,165.44,172.48,183.04,154.88,130.24,151.36,200.64,133.76,80.96,59.84,63.36,45.76,14.08,7.04,0.0,0.0,21.12,73.92,140.8,147.84,130.24,165.44,161.92,161.92,95.04,91.52,88.0,112.64,98.56,66.88,66.88,66.88,59.84,24.64,2,2157.43,352.0,Tue,8,BL13,BL12,C,#6baed6,25.044106,121.524231,BL13,Shandao Temple,善導寺站
13,12.98,0.0,0.0,17.31,77.9,289.98,216.4,173.12,168.79,233.71,207.74,220.73,194.76,181.78,199.09,233.71,160.14,108.2,103.87,86.56,34.62,8.66,0.0,0.0,17.31,103.87,333.26,246.7,151.48,173.12,220.73,216.4,190.43,173.12,160.14,186.1,251.02,160.14,95.22,99.54,77.9,25.97,8.66,0.0,0.0,17.31,99.54,311.62,238.04,160.14,134.17,186.1,220.73,186.1,177.45,142.82,186.1,225.06,138.5,95.22,86.56,82.23,21.64,12.98,0.0,0.0,17.31,90.89,315.94,225.06,177.45,142.82,194.76,225.06,203.42,164.46,164.46,207.74,264.01,168.79,108.2,95.22,82.23,30.3,8.66,0.0,0.0,17.31,99.54,350.57,264.01,203.42,194.76,242.37,272.66,272.66,220.73,203.42,259.68,328.93,242.37,147.15,108.2,103.87,47.61,12.98,0.0,0.0,12.98,73.58,203.42,272.66,298.63,333.26,389.52,432.8,432.8,385.19,333.26,298.63,259.68,164.46,129.84,116.86,95.22,34.62,21.64,0.0,0.0,8.66,25.97,112.53,129.84,203.42,242.37,311.62,302.96,337.58,320.27,285.65,281.32,216.4,164.46,151.48,125.51,108.2,47.61,0,3241.24,432.8,Sat,13,BL14,BL12,A,#08306b,25.042443,121.53325,BL14,Zhongxiao Xinsheng,忠孝新生站
14,15.53,0.0,0.0,20.71,82.85,258.9,233.01,258.9,269.26,326.21,274.43,264.08,258.9,248.54,300.32,341.75,243.37,160.52,134.63,113.92,41.42,20.71,0.0,0.0,20.71,103.56,336.57,289.97,264.08,274.43,315.86,321.04,258.9,248.54,253.72,315.86,377.99,233.01,150.16,113.92,93.2,25.89,20.71,0.0,0.0,20.71,108.74,305.5,258.9,258.9,274.43,326.21,300.32,253.72,248.54,233.01,331.39,409.06,253.72,155.34,124.27,98.38,25.89,10.36,0.0,0.0,15.53,98.38,305.5,269.26,248.54,289.97,321.04,300.32,274.43,279.61,253.72,305.5,409.06,274.43,165.7,134.63,108.74,31.07,25.89,0.0,0.0,20.71,98.38,295.15,253.72,253.72,289.97,326.21,352.1,315.86,310.68,310.68,419.42,517.8,377.99,222.65,176.05,144.98,56.96,25.89,0.0,0.0,15.53,51.78,119.09,217.48,352.1,491.91,512.62,481.55,434.95,409.06,434.95,466.02,414.24,274.43,191.59,150.16,124.27,46.6,25.89,0.0,0.0,15.53,41.42,82.85,165.7,264.08,403.88,409.06,346.93,321.04,315.86,341.75,393.53,352.1,264.08,201.94,155.34,113.92,51.78,0,4319.28,517.8,Fri,18,BL15,BL12,A,#08306b,25.041629,121.54376699999999,BL15,Zhongxiao Fuxing,忠孝復興站
15,13.61,0.0,0.0,18.15,104.37,304.05,181.52,154.29,199.67,222.36,231.44,222.36,195.13,199.67,267.74,308.58,199.67,131.6,108.91,77.15,31.77,9.08,0.0,0.0,18.15,131.6,353.96,240.51,167.91,208.75,226.9,231.44,226.9,204.21,204.21,272.28,331.27,208.75,122.53,104.37,77.15,22.69,18.15,0.0,0.0,22.69,122.53,331.27,222.36,158.83,195.13,208.75,240.51,226.9,217.82,222.36,254.13,381.19,222.36,145.22,108.91,90.76,31.77,13.61,0.0,0.0,22.69,117.99,344.89,222.36,176.98,217.82,222.36,258.67,249.59,204.21,208.75,294.97,381.19,249.59,145.22,117.99,86.22,27.23,22.69,0.0,0.0,18.15,113.45,322.2,213.29,163.37,217.82,235.98,272.28,267.74,263.2,276.82,349.43,453.8,353.96,199.67,163.37,136.14,54.46,22.69,0.0,0.0,9.08,31.77,122.53,140.68,199.67,331.27,367.58,367.58,381.19,353.96,344.89,431.11,372.12,258.67,181.52,145.22,136.14,58.99,18.15,0.0,0.0,4.54,18.15,63.53,104.37,163.37,290.43,299.51,294.97,294.97,272.28,285.89,304.05,290.43,190.6,145.22,127.06,104.37,36.3,0,3600.25,453.8,Fri,18,BL16,BL12,A,#08306b,25.041622,121.55165500000001,BL16,Zhongxiao Dunhua,忠孝敦化站
16,8.44,0.0,0.0,11.26,59.09,250.45,149.14,112.56,123.82,129.44,115.37,121.0,112.56,104.12,129.44,163.21,112.56,78.79,61.91,70.35,22.51,8.44,0.0,0.0,16.88,67.54,258.89,242.0,126.63,115.37,132.26,140.7,118.19,106.93,112.56,149.14,191.35,112.56,73.16,59.09,64.72,19.7,11.26,0.0,0.0,11.26,61.91,270.14,191.35,109.75,112.56,118.19,129.44,118.19,98.49,92.86,135.07,222.31,140.7,64.72,64.72,59.09,19.7,5.63,0.0,0.0,16.88,64.72,272.96,174.47,126.63,115.37,132.26,135.07,112.56,104.12,95.68,126.63,205.42,126.63,78.79,64.72,64.72,19.7,14.07,0.0,0.0,14.07,67.54,261.7,191.35,132.26,115.37,132.26,149.14,135.07,126.63,143.51,171.65,275.77,185.72,106.93,87.23,101.3,30.95,16.88,0.0,0.0,8.44,25.33,92.86,143.51,191.35,247.63,253.26,281.4,225.12,171.65,185.72,216.68,216.68,126.63,87.23,84.42,84.42,28.14,16.88,0.0,0.0,5.63,16.88,45.02,104.12,137.89,216.68,202.61,219.49,188.54,135.07,151.96,180.1,182.91,140.7,98.49,87.23,73.16,30.95,0,2215.81,281.4,Sat,13,BL17,BL12,A,#08306b,25.041367,121.557473,BL17,Sun Yat-Sen Memorial Hall,國父紀念館站
17,14.78,0.0,0.0,66.49,258.56,627.94,384.15,310.27,332.44,354.6,332.44,332.44,310.27,317.66,376.76,398.92,295.5,221.62,214.24,177.3,44.32,14.78,0.0,0.0,73.88,325.05,738.75,443.25,302.89,288.11,347.21,332.44,325.05,251.18,273.34,347.21,376.76,265.95,199.46,184.69,169.91,29.55,22.16,0.0,0.0,66.49,317.66,709.2,443.25,280.73,280.73,317.66,325.05,288.11,273.34,273.34,347.21,413.7,280.73,192.08,192.08,184.69,29.55,14.78,0.0,0.0,73.88,302.89,701.81,465.41,302.89,310.27,339.82,354.6,302.89,273.34,273.34,376.76,450.64,317.66,229.01,221.62,184.69,51.71,29.55,0.0,0.0,81.26,288.11,657.49,428.48,302.89,325.05,369.38,413.7,413.7,361.99,361.99,509.74,613.16,509.74,347.21,295.5,273.34,73.88,29.55,0.0,0.0,29.55,66.49,155.14,221.62,369.38,502.35,502.35,517.12,494.96,509.74,494.96,554.06,472.8,354.6,273.34,236.4,236.4,66.49,22.16,0.0,0.0,22.16,44.32,96.04,155.14,317.66,472.8,443.25,428.48,435.86,413.7,480.19,487.58,443.25,339.82,288.11,251.18,214.24,81.26,0,5661.24,738.75,Tue,8,BL18,BL12,A,#08306b,25.041145999999998,121.56596299999998,BL18,Taipei City Hall,市政府站
18,19.33,0.0,0.0,11.6,48.31,69.57,54.11,46.38,50.24,63.77,59.91,59.91,75.37,88.9,110.15,160.4,135.27,100.49,119.82,125.61,38.65,15.46,0.0,0.0,13.53,59.91,88.9,63.77,48.31,42.52,52.18,57.97,56.04,73.44,77.3,117.88,173.92,115.95,86.96,104.36,117.88,36.72,21.26,0.0,0.0,17.39,56.04,85.03,61.84,48.31,42.52,56.04,57.97,54.11,79.23,75.37,121.75,171.99,121.75,102.42,102.42,135.27,36.72,17.39,0.0,0.0,11.6,57.97,85.03,61.84,42.52,40.58,54.11,59.91,59.91,71.5,83.1,127.54,193.25,127.54,85.03,114.02,133.34,48.31,25.12,0.0,0.0,13.53,57.97,94.69,56.04,56.04,38.65,63.77,65.7,79.23,81.16,112.08,125.61,183.59,143.0,98.56,143.0,162.33,59.91,25.12,0.0,0.0,5.8,13.53,30.92,42.52,52.18,67.64,79.23,85.03,83.1,88.9,115.95,143.0,127.54,100.49,85.03,112.08,135.27,48.31,19.33,0.0,0.0,1.93,11.6,25.12,32.85,44.45,65.7,63.77,61.84,67.64,83.1,112.08,158.46,143.0,131.41,131.41,144.94,117.88,52.18,1,1476.71,193.25,Thu,18,BL19,BL12,B,#2171b5,25.040707,121.57658400000001,BL19,Yongchun,永春站
19,13.18,0.0,0.0,13.18,29.66,29.66,29.66,36.26,36.26,52.74,52.74,49.44,69.22,57.68,100.53,141.73,120.3,90.64,92.29,123.6,39.55,9.89,0.0,0.0,14.83,32.96,32.96,31.31,28.02,28.02,47.79,52.74,51.09,59.33,72.51,103.82,156.56,108.77,79.1,88.99,125.25,29.66,13.18,0.0,0.0,14.83,32.96,34.61,32.96,24.72,29.66,42.85,47.79,44.5,62.62,64.27,100.53,151.62,117.01,90.64,80.75,126.9,31.31,9.89,0.0,0.0,16.48,32.96,32.96,29.66,23.07,28.02,44.5,42.85,49.44,56.03,67.57,95.58,161.5,125.25,82.4,93.94,140.08,42.85,16.48,0.0,0.0,14.83,37.9,32.96,34.61,21.42,39.55,51.09,54.38,49.44,65.92,64.27,117.01,158.21,118.66,98.88,117.01,164.8,51.09,16.48,0.0,0.0,9.89,19.78,28.02,42.85,41.2,42.85,65.92,84.05,74.16,82.4,92.29,125.25,123.6,84.05,87.34,90.64,133.49,44.5,16.48,0.0,0.0,4.94,14.83,26.37,31.31,19.78,37.9,52.74,65.92,74.16,85.7,85.7,131.84,117.01,92.29,100.53,100.53,108.77,49.44,1,1208.76,164.8,Fri,22,BL20,BL12,B,#2171b5,25.045054,121.582522,BL20,Houshanpi,後山埤站
20,9.84,0.0,0.0,15.47,57.65,71.71,53.43,36.56,28.12,39.37,42.18,52.02,37.96,52.02,82.95,105.45,94.2,67.49,88.58,118.1,28.12,9.84,0.0,0.0,14.06,73.11,75.92,43.59,32.34,29.53,40.77,63.27,47.8,52.02,60.46,80.14,109.67,91.39,70.3,85.77,115.29,28.12,7.03,0.0,0.0,14.06,67.49,89.98,54.83,28.12,30.93,35.15,44.99,42.18,39.37,47.8,74.52,108.26,81.55,75.92,81.55,127.95,32.34,8.44,0.0,0.0,14.06,66.08,82.95,61.86,39.37,30.93,39.37,47.8,40.77,43.59,49.21,81.55,106.86,91.39,74.52,66.08,129.35,25.31,12.65,1.41,0.0,15.47,67.49,84.36,49.21,30.93,28.12,43.59,50.62,46.4,50.62,54.83,89.98,108.26,95.61,91.39,95.61,140.6,35.15,9.84,0.0,0.0,7.03,14.06,30.93,25.31,22.5,21.09,32.34,44.99,46.4,50.62,63.27,80.14,81.55,66.08,75.92,89.98,111.07,35.15,14.06,1.41,0.0,5.62,11.25,32.34,26.71,28.12,26.71,28.12,40.77,37.96,44.99,59.05,118.1,87.17,101.23,92.8,91.39,89.98,44.99,1,1067.16,140.6,Fri,22,BL21,BL12,B,#2171b5,25.050159,121.593423,BL21,Kunyang,昆陽站
21,4.24,0.0,0.0,7.63,20.35,25.44,20.35,14.42,21.2,27.14,28.83,37.31,26.29,34.77,45.79,61.9,45.79,40.7,40.7,44.1,14.42,3.39,0.0,0.0,9.33,27.14,27.98,16.96,16.11,17.81,17.81,31.38,33.92,31.38,37.31,44.94,66.14,44.1,39.01,33.92,50.03,11.87,5.09,0.0,0.0,8.48,23.74,25.44,21.2,19.5,20.35,23.74,36.46,25.44,23.74,33.92,46.64,60.21,47.49,33.07,33.07,44.1,10.18,4.24,0.0,0.0,7.63,24.59,30.53,18.66,15.26,16.11,27.98,38.16,28.83,30.53,36.46,42.4,75.47,52.58,36.46,37.31,55.12,13.57,6.78,0.0,0.0,7.63,27.14,27.98,28.83,16.96,25.44,29.68,36.46,37.31,35.62,47.49,63.6,81.41,65.3,46.64,52.58,57.66,21.2,11.87,0.0,0.0,7.63,10.18,16.11,21.2,27.14,39.01,35.62,43.25,44.94,47.49,56.82,84.8,66.14,50.88,44.1,43.25,47.49,19.5,8.48,1.7,0.0,5.09,5.09,9.33,13.57,22.05,27.14,40.7,39.86,39.01,42.4,50.88,71.23,67.84,57.66,52.58,47.49,32.22,19.5,1,620.94,84.8,Sat,17,BL22,BL12,B,#2171b5,25.052056,121.606569,BL22,Nangang,南港站
22,16.77,2.1,0.0,16.77,37.73,98.51,62.88,41.92,27.25,33.54,41.92,46.11,48.21,56.59,88.03,117.38,104.8,85.94,108.99,150.91,37.73,14.67,2.1,0.0,14.67,56.59,127.86,113.18,58.69,46.11,52.4,54.5,60.78,52.4,64.98,85.94,136.24,108.99,81.74,100.61,161.39,44.02,16.77,2.1,0.0,12.58,54.5,165.58,159.3,117.38,75.46,54.5,81.74,60.78,52.4,48.21,88.03,134.14,113.18,92.22,104.8,167.68,41.92,20.96,0.0,0.0,14.67,46.11,157.2,176.06,127.86,81.74,69.17,83.84,77.55,60.78,52.4,92.22,146.72,125.76,92.22,108.99,159.3,44.02,35.63,2.1,0.0,14.67,50.3,148.82,144.62,104.8,83.84,69.17,79.65,73.36,69.17,69.17,98.51,146.72,119.47,106.9,127.86,209.6,64.98,31.44,2.1,0.0,10.48,23.06,58.69,81.74,96.42,77.55,75.46,92.22,83.84,77.55,81.74,119.47,113.18,92.22,92.22,127.86,140.43,64.98,25.15,0.0,0.0,10.48,8.38,16.77,10.48,18.86,35.63,41.92,50.3,54.5,64.98,79.65,123.66,125.76,108.99,115.28,125.76,123.66,48.21,1,1513.2,209.6,Fri,22,BL23,BL12,B,#2171b5,25.055385,121.61826599999999,BL23,Taipei Nangang Exhibition Center,南港展覽館站
23,5.24,0.0,0.0,2.62,7.87,18.36,70.81,97.03,120.64,78.68,70.81,55.07,39.34,28.85,26.22,31.47,31.47,34.09,41.96,34.09,15.74,2.62,0.0,0.0,2.62,10.49,34.09,78.68,99.66,99.66,89.16,60.32,44.58,36.72,26.22,20.98,26.22,20.98,18.36,13.11,26.22,7.87,5.24,0.0,0.0,0.0,10.49,23.6,81.3,110.14,97.03,62.94,52.45,34.09,26.22,18.36,18.36,23.6,18.36,15.74,20.98,34.09,10.49,2.62,0.0,0.0,0.0,7.87,34.09,70.81,107.52,94.41,76.05,49.83,34.09,23.6,20.98,15.74,28.85,20.98,15.74,15.74,26.22,13.11,7.87,0.0,0.0,0.0,7.87,34.09,76.05,99.66,99.66,68.18,47.2,36.72,23.6,26.22,23.6,28.85,20.98,26.22,23.6,39.34,13.11,7.87,0.0,0.0,2.62,13.11,70.81,146.86,228.16,207.18,159.97,128.5,94.41,62.94,31.47,26.22,20.98,15.74,23.6,20.98,26.22,10.49,10.49,0.0,0.0,0.0,5.24,41.96,152.1,249.14,262.25,194.06,152.1,104.9,76.05,39.34,34.09,28.85,28.85,31.47,36.72,26.22,15.74,2,907.26,262.25,Sun,11,BR01,BL12,C,#6baed6,24.998259,121.57943,BR01,Taipei Zoo,動物園站
24,1.74,0.0,0.0,6.38,13.05,12.47,7.25,7.54,11.02,7.25,11.89,8.99,11.02,13.63,20.59,24.36,16.53,17.11,13.63,21.46,8.12,3.19,0.0,0.0,5.8,16.82,8.99,6.38,8.12,7.83,5.51,8.41,6.38,6.96,6.96,8.12,18.56,18.85,13.34,14.5,19.43,7.83,2.61,0.0,0.0,4.35,12.18,9.57,6.38,7.54,6.09,8.99,4.93,6.67,5.22,9.86,8.99,17.98,12.18,17.11,11.6,16.53,6.09,2.9,0.0,0.0,3.77,13.63,9.57,8.7,9.86,7.54,7.54,9.28,8.99,5.51,8.41,9.28,22.33,15.37,10.44,10.44,24.07,5.51,4.93,0.0,0.0,4.06,13.05,11.6,7.54,8.41,6.38,6.09,7.54,10.44,9.28,10.73,19.14,26.68,20.3,17.11,19.72,26.68,8.99,5.8,0.0,0.0,0.87,6.67,11.89,11.89,12.47,17.11,16.82,17.11,13.63,11.31,14.5,15.08,19.43,17.98,14.21,16.82,20.88,9.86,7.25,0.0,0.0,2.03,5.8,10.15,12.18,13.63,17.69,20.88,17.98,17.69,11.89,19.43,19.14,25.52,29.0,23.78,16.82,23.49,12.76,1,227.77,29.0,Sun,19,BR02,BL12,B,#2171b5,24.99824,121.573145,BR02,Muzha,木柵站
25,3.6,0.0,0.0,1.06,2.54,3.18,4.03,4.45,2.33,4.03,2.97,4.24,7.42,13.99,11.66,15.9,18.44,14.42,13.78,17.17,7.21,1.06,0.0,0.0,0.85,4.03,4.66,8.06,2.33,2.33,2.54,4.24,2.97,5.94,5.72,7.0,15.9,17.81,9.54,10.81,16.96,4.66,2.33,0.0,0.0,0.21,3.6,4.24,5.3,1.06,2.76,1.48,7.0,3.18,3.6,5.72,8.06,16.32,17.17,10.6,13.78,18.44,8.27,1.7,0.0,0.0,0.85,3.82,2.33,3.82,2.33,2.76,2.97,5.3,4.03,3.18,6.78,8.48,15.48,16.54,14.84,15.05,19.29,7.0,5.72,0.0,0.0,1.27,2.33,7.42,8.69,3.39,2.54,1.7,3.39,5.3,4.45,7.21,10.81,15.9,15.69,15.9,15.69,18.23,9.33,3.6,0.0,0.0,0.85,1.7,1.27,5.3,3.82,4.66,4.24,6.78,5.3,8.06,8.9,12.93,10.6,10.18,11.24,11.24,21.2,6.78,4.66,0.0,0.0,0.85,0.42,2.33,3.6,1.91,2.97,5.72,6.78,4.24,7.42,8.69,12.93,14.2,15.26,19.29,13.99,16.75,10.18,1,141.98,21.2,Sat,22,BR03,BL12,B,#2171b5,24.998607,121.568069,BR03,Wanfang Community,萬芳社區站
26,9.52,0.0,0.0,7.94,31.75,66.68,117.48,98.42,53.98,42.86,34.92,33.34,47.62,49.21,66.68,95.25,84.14,93.66,85.72,58.74,23.81,9.52,0.0,0.0,1.59,33.34,42.86,36.51,38.1,30.16,31.75,38.1,25.4,23.81,26.99,49.21,74.61,52.39,41.28,46.04,47.62,19.05,7.94,0.0,0.0,1.59,31.75,47.62,52.39,44.45,20.64,26.99,26.99,26.99,30.16,23.81,42.86,73.03,52.39,41.28,49.21,49.21,19.05,11.11,0.0,0.0,3.18,26.99,44.45,44.45,30.16,25.4,30.16,30.16,28.58,34.92,28.58,42.86,68.26,53.98,42.86,44.45,52.39,17.46,17.46,0.0,0.0,3.18,26.99,49.21,42.86,42.86,28.58,33.34,31.75,26.99,34.92,34.92,52.39,82.55,66.68,57.15,63.5,93.66,31.75,14.29,0.0,0.0,3.18,11.11,31.75,31.75,34.92,28.58,38.1,30.16,34.92,36.51,38.1,41.28,53.98,50.8,44.45,65.09,61.91,26.99,17.46,0.0,0.0,1.59,6.35,17.46,25.4,20.64,31.75,22.22,36.51,30.16,47.62,52.39,79.38,87.31,109.54,155.57,158.75,74.61,44.45,1,802.19,158.75,Sun,21,BR04,BL12,B,#2171b5,24.999389,121.558201,BR04,Wanfang Hospital,萬芳醫院站
27,3.56,0.0,0.0,1.1,3.29,4.38,6.03,3.01,6.03,6.03,6.58,7.12,7.67,10.14,12.06,20.0,24.11,25.21,19.45,21.1,12.88,1.37,0.0,0.0,1.64,5.75,6.85,2.47,2.74,4.66,3.01,5.75,5.75,7.95,9.86,13.15,24.66,19.45,15.34,15.62,18.36,11.78,2.19,0.0,0.0,1.37,4.38,5.21,1.92,3.01,2.47,3.29,6.58,4.38,10.41,10.14,9.04,22.19,16.44,15.07,19.45,24.39,9.04,3.01,0.0,0.0,1.64,5.21,6.3,6.03,3.01,4.38,4.93,2.19,7.12,5.48,10.96,12.88,23.29,20.0,16.44,21.37,18.08,7.4,4.38,0.0,0.0,1.37,5.21,4.93,3.29,2.47,4.66,7.67,6.85,5.75,7.67,11.23,14.25,23.29,20.55,16.99,24.11,27.4,11.23,4.38,0.0,0.0,1.64,1.92,6.3,8.49,7.12,5.21,6.58,10.41,8.49,12.33,15.07,19.73,16.44,12.88,16.17,21.92,21.65,15.62,2.74,0.0,0.0,1.37,1.92,3.84,9.59,3.56,6.03,5.21,5.48,8.22,10.41,15.62,22.19,18.08,22.19,26.85,26.85,22.74,9.04,1,194.79,27.4,Fri,22,BR05,BL12,B,#2171b5,25.005475,121.557107,BR05,Xinhai,辛亥站
28,5.17,0.0,0.0,6.58,5.64,9.4,7.52,10.81,8.46,9.87,12.22,11.28,16.45,17.86,19.74,37.13,34.31,36.19,35.72,42.77,15.51,4.7,0.0,0.0,3.29,5.17,10.34,7.05,8.46,8.93,4.23,9.4,7.05,10.81,11.75,15.98,33.37,25.38,21.15,22.56,35.72,9.4,6.58,0.0,0.0,0.94,3.29,12.69,6.58,7.05,7.99,6.58,9.87,8.93,7.52,8.93,19.27,34.31,25.38,21.62,29.61,40.89,7.05,5.64,0.0,0.0,1.41,4.7,9.4,5.64,4.7,6.58,9.4,8.93,7.52,7.05,14.1,18.33,34.31,26.79,26.32,36.66,38.07,10.34,6.58,0.0,0.0,1.41,4.7,8.93,7.99,6.11,5.64,9.4,9.87,12.22,14.1,14.57,21.62,34.78,34.78,30.08,34.78,47.0,15.98,8.46,0.0,0.0,0.94,2.82,6.58,10.34,11.28,9.4,10.81,15.04,14.57,17.86,15.98,24.91,26.79,26.32,18.8,24.44,37.6,17.86,7.05,0.0,0.0,1.88,2.82,4.23,7.52,4.7,11.28,11.28,15.51,13.16,22.09,27.73,39.48,39.01,36.19,39.01,41.83,45.59,30.55,1,309.08,47.0,Fri,22,BR06,BL12,B,#2171b5,25.015464,121.56106499999999,BR06,Linguang,麟光站
29,12.26,0.0,0.0,6.13,26.57,73.58,54.17,28.62,27.59,35.77,29.64,28.62,38.84,39.86,57.23,77.67,62.34,54.17,52.12,69.5,30.66,5.11,0.0,0.0,9.2,32.7,86.87,58.25,28.62,31.68,34.75,31.68,28.62,33.73,36.79,56.21,76.65,51.1,43.95,54.17,58.25,19.42,9.2,0.0,0.0,8.18,31.68,84.83,51.1,27.59,24.53,27.59,30.66,30.66,28.62,31.68,53.14,72.56,56.21,49.06,45.99,62.34,18.4,6.13,0.0,0.0,7.15,35.77,78.69,52.12,27.59,23.51,25.55,43.95,34.75,30.66,40.88,61.32,73.58,59.28,43.95,47.01,64.39,24.53,14.31,0.0,0.0,6.13,28.62,76.65,60.3,30.66,30.66,38.84,42.92,36.79,33.73,48.03,69.5,102.2,91.98,69.5,77.67,75.63,30.66,14.31,0.0,0.0,4.09,8.18,17.37,28.62,38.84,49.06,52.12,47.01,53.14,47.01,48.03,67.45,73.58,60.3,48.03,61.32,68.47,34.75,9.2,0.0,0.0,3.07,6.13,13.29,17.37,27.59,35.77,35.77,31.68,39.86,45.99,50.08,79.72,70.52,65.41,77.67,78.69,74.61,43.95,0,813.64,102.2,Fri,18,BR07,BL12,A,#08306b,25.023698,121.55162,BR07,Liuzhangli,六張犁站
