,Mon_00,Mon_01,Mon_05,Mon_06,Mon_07,Mon_08,Mon_09,Mon_10,Mon_11,Mon_12,Mon_13,Mon_14,Mon_15,Mon_16,Mon_17,Mon_18,Mon_19,Mon_20,Mon_21,Mon_22,Mon_23,Tue_00,Tue_01,Tue_05,Tue_06,Tue_07,Tue_08,Tue_09,Tue_10,Tue_11,Tue_12,Tue_13,Tue_14,Tue_15,Tue_16,Tue_17,Tue_18,Tue_19,Tue_20,Tue_21,Tue_22,Tue_23,Wed_00,Wed_01,Wed_05,Wed_06,Wed_07,Wed_08,Wed_09,Wed_10,Wed_11,Wed_12,Wed_13,Wed_14,Wed_15,Wed_16,Wed_17,Wed_18,Wed_19,Wed_20,Wed_21,Wed_22,Wed_23,Thu_00,Thu_01,Thu_05,Thu_06,Thu_07,Thu_08,Thu_09,Thu_10,Thu_11,Thu_12,Thu_13,Thu_14,Thu_15,Thu_16,Thu_17,Thu_18,Thu_19,Thu_20,Thu_21,Thu_22,Thu_23,Fri_00,Fri_01,Fri_05,Fri_06,Fri_07,Fri_08,Fri_09,Fri_10,Fri_11,Fri_12,Fri_13,Fri_14,Fri_15,Fri_16,Fri_17,Fri_18,Fri_19,Fri_20,Fri_21,Fri_22,Fri_23,Sat_00,Sat_01,Sat_05,Sat_06,Sat_07,Sat_08,Sat_09,Sat_10,Sat_11,Sat_12,Sat_13,Sat_14,Sat_15,Sat_16,Sat_17,Sat_18,Sat_19,Sat_20,Sat_21,Sat_22,Sat_23,Sun_00,Sun_01,Sun_05,Sun_06,Sun_07,Sun_08,Sun_09,Sun_10,Sun_11,Sun_12,Sun_13,Sun_14,Sun_15,Sun_16,Sun_17,Sun_18,Sun_19,Sun_20,Sun_21,Sun_22,Sun_23,cluster_group,daily_ppl_avg,max_people_by_hr,max_weekday,max_hour,to,from,group_name,color,lat,long,code,Eng,站名
10,10.08,0.0,0.0,120.99,171.4,302.47,433.55,463.8,574.7,564.62,453.71,483.96,534.37,574.7,615.03,604.95,453.71,383.14,383.14,322.64,120.99,20.16,0.0,0.0,110.91,151.24,292.39,352.89,393.22,463.8,483.96,413.38,423.46,453.71,554.54,544.46,504.12,383.14,373.05,403.3,322.64,131.07,20.16,0.0,0.0,100.82,141.16,272.23,302.47,393.22,453.71,494.04,413.38,383.14,473.88,494.04,554.54,514.21,393.22,383.14,383.14,352.89,141.16,20.16,0.0,0.0,100.82,161.32,262.14,302.47,393.22,453.71,504.12,433.55,433.55,494.04,473.88,544.46,524.29,423.46,403.3,413.38,322.64,120.99,20.16,0.0,0.0,110.91,181.48,282.31,373.05,413.38,504.12,534.37,504.12,504.12,534.37,584.78,766.27,685.61,524.29,534.37,544.46,483.96,221.82,40.33,0.0,0.0,100.82,151.24,272.23,383.14,443.63,514.21,645.28,604.95,736.02,776.35,877.18,957.84,806.6,695.69,705.78,695.69,564.62,272.23,30.25,0.0,0.0,131.07,171.4,282.31,463.8,514.21,594.87,705.78,635.2,736.02,887.26,927.59,1008.25,877.18,806.6,675.53,554.54,403.3,171.4,2,8136.7,1008.25,Sun,17,BL12,BL11,C,#fc9272,25.04212,121.507659,BL11,Ximen,西門站
11,3.69,0.0,1.85,11.08,25.84,53.53,46.15,60.92,60.92,77.53,84.92,77.53,75.69,88.61,99.68,108.91,83.07,64.61,53.53,40.61,16.61,1.85,0.0,0.0,9.23,25.84,60.92,51.69,53.53,70.15,81.22,84.92,70.15,64.61,70.15,92.3,105.22,77.53,60.92,57.23,35.07,14.77,3.69,0.0,1.85,9.23,24.0,55.38,53.53,48.0,70.15,77.53,79.38,70.15,73.84,79.38,114.45,119.99,79.38,60.92,64.61,46.15,12.92,3.69,0.0,0.0,5.54,27.69,64.61,48.0,46.15,71.99,75.69,79.38,68.3,75.69,77.53,107.07,127.37,83.07,59.07,59.07,44.3,16.61,7.38,0.0,0.0,9.23,27.69,66.46,60.92,62.76,75.69,99.68,99.68,92.3,105.22,108.91,145.83,184.6,140.3,95.99,86.76,64.61,25.84,9.23,0.0,0.0,14.77,29.54,64.61,84.92,101.53,97.84,129.22,131.07,127.37,121.84,134.76,132.91,118.14,88.61,73.84,81.22,64.61,24.0,5.54,0.0,3.69,11.08,36.92,59.07,86.76,103.38,121.84,125.53,119.99,132.91,151.37,153.22,167.99,143.99,127.37,105.22,77.53,48.0,24.0,2,1358.64,184.6,Fri,18,BL12,BL12,C,#fc9272,25.046264,121.517482,BL12,Taipei Main Station,臺北車站
12,0.0,0.0,0.0,13.91,31.3,48.69,62.6,73.04,111.3,146.08,100.86,100.86,121.73,166.94,229.55,229.55,104.34,86.95,90.43,31.3,10.43,0.0,0.0,0.0,17.39,38.26,66.08,79.99,93.91,114.77,180.86,132.16,111.3,139.12,194.77,306.06,306.06,139.12,118.25,128.69,69.56,10.43,3.48,0.0,0.0,13.91,41.74,55.65,59.13,83.47,107.82,166.94,128.69,132.16,156.51,205.2,313.02,313.02,153.03,111.3,132.16,55.65,10.43,3.48,0.0,0.0,17.39,38.26,55.65,66.08,79.99,125.21,170.42,121.73,153.03,194.77,219.11,330.41,299.11,146.08,128.69,128.69,69.56,10.43,3.48,0.0,0.0,13.91,41.74,52.17,73.04,118.25,139.12,205.2,146.08,166.94,180.86,239.98,347.8,337.37,173.9,125.21,142.6,79.99,17.39,3.48,0.0,0.0,17.39,41.74,59.13,93.91,104.34,125.21,163.47,139.12,139.12,156.51,180.86,233.03,159.99,114.77,135.64,118.25,55.65,10.43,3.48,0.0,0.0,17.39,27.82,45.21,83.47,93.91,128.69,135.64,132.16,135.64,156.51,159.99,198.25,139.12,90.43,66.08,66.08,31.3,6.96,2,2141.36,347.8,Fri,17,BL12,BL13,C,#fc9272,25.044106,121.524231,BL13,Shandao Temple,善導寺站
13,0.0,0.0,0.0,30.76,61.52,79.98,61.52,79.98,104.58,141.5,141.5,172.26,196.86,252.23,313.75,362.97,209.17,147.65,159.95,67.67,12.3,0.0,0.0,0.0,36.91,73.82,98.43,61.52,79.98,110.74,159.95,123.04,141.5,190.71,252.23,344.51,418.34,227.62,166.1,178.41,79.98,24.61,6.15,0.0,0.0,30.76,73.82,98.43,61.52,79.98,116.89,153.8,147.65,147.65,203.02,227.62,350.66,418.34,227.62,166.1,159.95,86.13,18.46,0.0,0.0,0.0,30.76,73.82,104.58,73.82,79.98,129.19,153.8,153.8,159.95,215.32,233.78,393.73,467.55,258.38,172.26,184.56,129.19,18.46,6.15,0.0,0.0,30.76,79.98,104.58,79.98,98.43,153.8,264.54,209.17,239.93,295.3,375.27,516.77,615.2,356.82,239.93,301.45,178.41,55.37,6.15,0.0,0.0,36.91,61.52,86.13,110.74,116.89,166.1,246.08,307.6,332.21,393.73,467.55,541.38,479.86,313.75,233.78,215.32,159.95,30.76,12.3,0.0,0.0,24.61,36.91,67.67,79.98,79.98,159.95,203.02,233.78,252.23,369.12,393.73,430.64,319.9,233.78,159.95,129.19,92.28,43.06,2,3287.46,615.2,Fri,18,BL12,BL14,C,#fc9272,25.042443,121.53325,BL14,Zhongxiao Xinsheng,忠孝新生站
14,6.04,0.0,0.0,36.22,78.47,102.61,84.5,102.61,138.83,169.01,199.19,277.66,307.84,313.87,374.23,422.52,331.98,295.76,301.8,162.97,30.18,6.04,0.0,0.0,36.22,90.54,126.76,90.54,90.54,144.86,187.12,211.26,253.51,295.76,325.94,362.16,452.7,350.09,301.8,319.91,193.15,36.22,6.04,0.0,0.0,36.22,78.47,108.65,84.5,102.61,126.76,175.04,229.37,235.4,277.66,325.94,386.3,446.66,350.09,301.8,356.12,193.15,36.22,6.04,0.0,0.0,36.22,78.47,120.72,90.54,96.58,120.72,181.08,229.37,259.55,319.91,350.09,416.48,476.84,380.27,331.98,374.23,199.19,42.25,12.07,0.0,0.0,36.22,84.5,114.68,96.58,102.61,126.76,211.26,247.48,313.87,344.05,392.34,464.77,603.6,458.74,404.41,416.48,325.94,72.43,12.07,0.0,0.0,36.22,60.36,108.65,102.61,132.79,169.01,241.44,301.8,410.45,476.84,519.1,573.42,507.02,446.66,428.56,434.59,289.73,66.4,6.04,0.0,0.0,30.18,54.32,96.58,102.61,120.72,144.86,205.22,289.73,350.09,500.99,464.77,488.92,422.52,386.3,368.2,331.98,175.04,36.22,2,4332.38,603.6,Fri,18,BL12,BL15,C,#fc9272,25.041629,121.54376699999999,BL15,Zhongxiao Fuxing,忠孝復興站
15,0.0,0.0,0.0,40.54,67.56,101.34,87.83,87.83,108.1,135.12,135.12,182.41,229.7,236.46,317.53,418.87,270.24,229.7,222.95,141.88,40.54,6.76,0.0,0.0,40.54,74.32,114.85,87.83,94.58,108.1,128.36,148.63,155.39,216.19,249.97,324.29,472.92,317.53,243.22,236.46,168.9,47.29,6.76,0.0,0.0,40.54,81.07,108.1,81.07,81.07,101.34,141.88,155.39,162.14,202.68,249.97,337.8,506.7,324.29,236.46,263.48,195.92,47.29,6.76,0.0,0.0,40.54,81.07,108.1,74.32,101.34,121.61,135.12,162.14,202.68,209.44,256.73,337.8,540.48,337.8,263.48,290.51,209.44,47.29,13.51,0.0,0.0,40.54,81.07,101.34,87.83,101.34,108.1,155.39,189.17,229.7,249.97,283.75,425.63,675.6,432.38,324.29,351.31,290.51,87.83,13.51,0.0,0.0,40.54,47.29,81.07,87.83,101.34,121.61,189.17,229.7,277.0,310.78,385.09,418.87,391.85,371.58,337.8,378.34,270.24,87.83,6.76,0.0,0.0,33.78,47.29,94.58,108.1,94.58,108.1,141.88,195.92,243.22,304.02,358.07,385.09,324.29,304.02,263.48,249.97,155.39,40.54,1,3563.84,675.6,Fri,18,BL12,BL16,B,#cb181d,25.041622,121.55165500000001,BL16,Zhongxiao Dunhua,忠孝敦化站
16,3.66,0.0,0.0,36.56,65.81,87.74,62.15,58.5,76.78,91.4,98.71,113.34,124.3,131.62,186.46,241.3,160.86,98.71,98.71,65.81,18.28,0.0,0.0,0.0,36.56,73.12,109.68,54.84,58.5,84.09,113.34,102.37,109.68,113.34,120.65,190.11,296.14,190.11,120.65,120.65,106.02,21.94,3.66,0.0,0.0,32.9,73.12,106.02,58.5,51.18,65.81,106.02,84.09,106.02,116.99,135.27,182.8,285.17,193.77,113.34,120.65,109.68,18.28,3.66,0.0,0.0,36.56,69.46,102.37,58.5,65.81,76.78,109.68,109.68,120.65,135.27,142.58,204.74,303.45,201.08,124.3,131.62,87.74,21.94,3.66,0.0,0.0,36.56,69.46,102.37,62.15,54.84,84.09,116.99,127.96,124.3,142.58,168.18,248.61,365.6,244.95,175.49,160.86,160.86,32.9,7.31,0.0,0.0,32.9,43.87,65.81,76.78,73.12,98.71,131.62,175.49,197.42,204.74,219.36,285.17,197.42,168.18,153.55,157.21,124.3,36.56,3.66,0.0,0.0,18.28,40.22,65.81,58.5,58.5,87.74,109.68,138.93,171.83,186.46,182.8,285.17,215.7,157.21,120.65,98.71,87.74,36.56,2,2139.9,365.6,Fri,18,BL12,BL17,C,#fc9272,25.041367,121.557473,BL17,Sun Yat-Sen Memorial Hall,國父紀念館站
17,10.33,0.0,0.0,61.98,134.29,185.94,144.62,165.28,165.28,227.26,227.26,309.9,371.88,392.54,630.13,681.78,495.84,320.23,309.9,175.61,41.32,10.33,0.0,0.0,51.65,134.29,206.6,144.62,144.62,165.28,216.93,258.25,268.58,309.9,433.86,640.46,774.75,516.5,320.23,299.57,216.93,41.32,10.33,0.0,0.0,51.65,134.29,196.27,144.62,134.29,154.95,206.6,247.92,268.58,309.9,402.87,681.78,805.74,495.84,320.23,340.89,206.6,51.65,10.33,0.0,0.0,61.98,144.62,196.27,144.62,144.62,175.61,237.59,268.58,309.9,320.23,454.52,661.12,857.39,568.15,382.21,382.21,227.26,51.65,10.33,0.0,0.0,61.98,134.29,196.27,165.28,165.28,227.26,299.57,330.56,382.21,423.53,578.48,857.39,1033.0,671.45,433.86,454.52,340.89,92.97,10.33,0.0,0.0,51.65,82.64,154.95,196.27,196.27,206.6,278.91,320.23,413.2,464.85,547.49,609.47,588.81,485.51,433.86,433.86,361.55,82.64,10.33,0.0,0.0,51.65,72.31,144.62,154.95,144.62,175.61,227.26,299.57,413.2,485.51,578.48,619.8,557.82,475.18,402.87,361.55,237.59,51.65,2,5600.85,1033.0,Fri,18,BL12,BL18,C,#fc9272,25.041145999999998,121.56596299999998,BL18,Taipei City Hall,市政府站
18,1.94,0.0,0.0,46.68,89.47,163.38,75.86,68.07,73.91,73.91,66.13,75.86,64.18,83.64,136.15,136.15,75.86,40.84,31.12,17.5,5.84,1.94,0.0,0.0,46.68,103.08,194.5,87.52,68.07,71.96,71.96,70.02,58.35,64.18,89.47,157.55,151.71,81.69,44.74,33.07,17.5,5.84,1.94,0.0,0.0,54.46,106.98,186.72,73.91,62.24,60.3,71.96,73.91,66.13,56.4,95.3,167.27,159.49,83.64,40.84,29.17,19.45,5.84,1.94,0.0,0.0,52.52,105.03,194.5,81.69,68.07,58.35,70.02,73.91,60.3,56.4,91.42,167.27,163.38,95.3,58.35,42.79,17.5,7.78,3.89,0.0,0.0,58.35,105.03,192.56,91.42,89.47,75.86,95.3,93.36,77.8,70.02,118.64,188.66,192.56,110.86,68.07,46.68,29.17,9.73,3.89,0.0,0.0,40.84,89.47,120.59,114.76,101.14,106.98,124.48,134.2,101.14,97.25,83.64,101.14,89.47,56.4,54.46,40.84,19.45,7.78,1.94,0.0,0.0,29.17,46.68,99.2,106.98,93.36,83.64,101.14,120.59,89.47,97.25,91.42,93.36,71.96,58.35,54.46,42.79,15.56,7.78,0,1448.02,194.5,Thu,8,BL12,BL19,A,#67000d,25.040707,121.57658400000001,BL19,Yongchun,永春站
19,1.86,0.0,0.0,33.57,82.06,154.79,80.19,69.0,63.41,54.08,69.0,61.54,59.68,63.41,82.06,72.74,50.36,33.57,26.11,20.52,5.6,1.86,0.0,0.0,39.16,96.98,186.5,83.92,61.54,59.68,48.49,63.41,54.08,48.49,50.36,65.27,83.92,50.36,27.98,18.65,18.65,5.6,0.0,0.0,0.0,39.16,93.25,186.5,82.06,59.68,57.82,59.68,67.14,54.08,50.36,46.62,69.0,82.06,48.49,29.84,20.52,14.92,7.46,3.73,0.0,0.0,37.3,95.12,180.9,95.12,55.95,48.49,50.36,63.41,46.62,42.9,48.49,70.87,83.92,59.68,35.44,20.52,20.52,9.33,5.6,0.0,0.0,46.62,98.84,175.31,85.79,69.0,55.95,63.41,67.14,67.14,50.36,63.41,93.25,102.58,69.0,42.9,27.98,24.24,13.06,1.86,0.0,0.0,37.3,59.68,102.58,93.25,85.79,96.98,98.84,111.9,87.66,82.06,76.46,113.76,83.92,44.76,31.7,27.98,24.24,11.19,1.86,0.0,0.0,20.52,46.62,108.17,95.12,65.27,80.19,83.92,102.58,91.38,76.46,65.27,83.92,61.54,46.62,33.57,31.7,20.52,5.6,0,1130.15,186.5,Wed,8,BL12,BL20,A,#67000d,25.045054,121.582522,BL20,Houshanpi,後山埤站
20,0.0,0.0,0.0,21.72,69.5,123.8,69.5,54.3,49.96,56.47,56.47,49.96,49.96,54.3,106.43,128.15,65.16,28.24,19.55,19.55,4.34,2.17,0.0,0.0,26.06,78.19,130.32,76.02,56.47,58.64,67.33,58.64,47.78,43.44,45.61,121.63,171.59,69.5,32.58,17.38,10.86,4.34,0.0,0.0,0.0,30.41,71.68,136.84,69.5,56.47,52.13,56.47,65.16,47.78,36.92,49.96,112.94,158.56,82.54,26.06,15.2,13.03,4.34,0.0,0.0,0.0,26.06,76.02,132.49,76.02,52.13,60.82,52.13,65.16,56.47,43.44,47.78,117.29,145.52,91.22,34.75,17.38,26.06,4.34,2.17,0.0,0.0,30.41,76.02,143.35,76.02,54.3,62.99,67.33,78.19,62.99,69.5,80.36,160.73,217.2,117.29,41.27,30.41,13.03,8.69,2.17,0.0,0.0,26.06,41.27,89.05,86.88,69.5,71.68,84.71,102.08,67.33,56.47,62.99,65.16,49.96,32.58,15.2,13.03,8.69,4.34,2.17,0.0,0.0,13.03,28.24,95.57,73.85,67.33,73.85,89.05,80.36,62.99,49.96,56.47,62.99,43.44,36.92,21.72,8.69,4.34,4.34,1,1082.01,217.2,Fri,18,BL12,BL21,B,#cb181d,25.050159,121.593423,BL21,Kunyang,昆陽站
21,2.99,0.0,0.0,5.99,20.96,38.92,28.94,21.96,18.96,32.93,34.93,36.93,28.94,40.92,59.88,61.88,36.93,16.97,14.97,8.98,2.99,2.0,0.0,0.0,6.99,28.94,46.91,25.95,22.95,20.96,29.94,33.93,36.93,21.96,48.9,65.87,72.85,32.93,19.96,15.97,9.98,5.99,2.0,0.0,0.0,5.99,21.96,50.9,27.94,20.96,21.96,27.94,37.92,30.94,24.95,43.91,60.88,77.84,50.9,19.96,16.97,8.98,6.99,2.0,0.0,0.0,5.99,23.95,47.9,26.95,17.96,19.96,25.95,35.93,28.94,29.94,42.91,73.85,85.83,50.9,26.95,17.96,14.97,4.99,4.99,0.0,0.0,8.98,26.95,51.9,25.95,26.95,22.95,37.92,42.91,38.92,35.93,59.88,85.83,99.8,64.87,26.95,18.96,17.96,5.99,4.99,0.0,0.0,6.99,17.96,30.94,32.93,36.93,34.93,53.89,62.87,47.9,50.9,55.89,50.9,44.91,25.95,18.96,18.96,11.98,6.99,1.0,0.0,0.0,4.99,20.96,28.94,33.93,32.93,34.93,42.91,44.91,44.91,55.89,53.89,43.91,33.93,25.95,20.96,8.98,7.98,8.98,2,581.94,99.8,Fri,18,BL12,BL22,C,#fc9272,25.052056,121.606569,BL22,Nangang,南港站
22,0.0,0.0,0.0,31.12,93.36,152.49,87.14,68.46,74.69,77.8,77.8,59.13,68.46,56.02,90.25,143.15,102.7,49.79,24.9,9.34,3.11,0.0,0.0,0.0,31.12,115.14,177.38,93.36,74.69,65.35,74.69,80.91,65.35,65.35,77.8,115.14,242.74,130.7,43.57,24.9,12.45,6.22,3.11,0.0,0.0,28.01,108.92,171.16,102.7,68.46,77.8,87.14,87.14,84.02,99.58,121.37,180.5,258.3,136.93,43.57,21.78,21.78,6.22,0.0,0.0,0.0,31.12,105.81,186.72,105.81,62.24,71.58,84.02,96.47,96.47,105.81,121.37,220.95,270.74,146.26,46.68,21.78,24.9,9.34,3.11,0.0,0.0,28.01,102.7,186.72,96.47,74.69,84.02,99.58,105.81,99.58,99.58,121.37,211.62,311.2,205.39,65.35,28.01,21.78,12.45,3.11,0.0,0.0,37.34,68.46,112.03,108.92,96.47,121.37,149.38,168.05,143.15,133.82,168.05,168.05,93.36,46.68,31.12,24.9,18.67,6.22,3.11,0.0,0.0,24.9,49.79,118.26,115.14,99.58,96.47,108.92,118.26,96.47,90.25,90.25,77.8,52.9,43.57,31.12,21.78,15.56,9.34,1,1600.36,311.2,Fri,18,BL12,BL23,B,#cb181d,25.055385,121.61826599999999,BL23,Taipei Nangang Exhibition Center,南港展覽館站
23,0.0,0.0,0.0,4.38,15.35,28.5,13.16,10.96,15.35,19.73,41.66,48.24,65.77,78.93,100.86,59.2,21.92,13.16,6.58,2.19,2.19,0.0,0.0,0.0,2.19,17.54,30.7,10.96,10.96,10.96,24.12,32.89,50.43,65.77,81.12,94.28,54.81,21.92,19.73,10.96,8.77,2.19,0.0,0.0,0.0,2.19,15.35,28.5,15.35,10.96,10.96,21.92,32.89,52.62,92.08,76.74,100.86,48.24,26.31,19.73,8.77,4.38,0.0,0.0,0.0,0.0,4.38,13.16,28.5,10.96,10.96,10.96,26.31,28.5,39.46,70.16,92.08,109.62,70.16,26.31,21.92,8.77,4.38,2.19,0.0,0.0,0.0,2.19,17.54,30.7,26.31,19.73,21.92,39.46,57.0,76.74,92.08,89.89,118.4,78.93,28.5,24.12,17.54,13.16,2.19,0.0,0.0,0.0,6.58,15.35,21.92,30.7,24.12,28.5,43.85,67.97,107.43,138.13,146.9,181.98,103.05,37.27,26.31,21.92,15.35,4.38,0.0,0.0,0.0,2.19,13.16,17.54,19.73,17.54,26.31,50.43,87.7,129.36,199.52,219.25,219.25,122.78,57.0,30.7,19.73,8.77,2.19,1,752.43,219.25,Sun,16,BL12,BR01,B,#cb181d,24.998259,121.57943,BR01,Taipei Zoo,動物園站
24,0.36,0.0,0.0,3.96,11.16,15.48,10.8,11.52,11.16,14.76,12.6,8.28,7.92,9.72,24.12,15.48,9.36,3.96,18.72,1.44,0.36,0.0,0.0,0.0,3.96,16.92,15.12,11.88,5.4,7.92,10.08,9.0,6.84,7.2,13.32,34.92,20.52,10.08,3.96,3.24,1.44,1.08,0.36,0.0,0.0,5.04,10.08,21.24,11.88,11.16,5.76,9.72,7.2,10.08,9.72,13.68,36.0,23.4,6.84,4.32,3.6,1.8,0.36,0.0,0.0,0.0,3.6,12.96,18.36,11.88,10.08,6.84,14.76,12.6,9.36,7.2,14.4,29.16,16.2,10.8,3.6,3.24,2.16,0.0,0.0,0.0,0.0,3.24,14.4,23.04,14.76,15.48,7.92,12.24,19.08,12.6,12.96,24.84,32.76,25.56,14.04,7.92,6.12,4.68,1.08,0.36,0.0,0.0,5.4,12.6,16.92,15.48,19.44,16.92,20.52,18.0,11.88,16.2,19.44,20.52,22.32,9.36,8.28,4.32,2.88,1.08,0.36,0.0,0.0,5.4,11.52,20.16,19.8,14.76,16.92,15.12,10.08,19.08,20.52,19.44,18.72,16.92,10.44,11.88,4.32,2.88,0.36,2,212.77,36.0,Wed,17,BL12,BR02,C,#fc9272,24.99824,121.573145,BR02,Muzha,木柵站
25,0.38,0.0,0.0,4.22,12.67,26.88,10.37,9.6,8.06,8.83,8.06,6.53,8.06,5.76,10.75,8.83,4.61,1.15,3.07,0.38,0.0,0.0,0.0,0.0,3.84,16.51,32.26,16.13,7.68,4.22,4.99,8.06,4.61,5.38,6.53,10.37,6.14,5.38,1.15,1.92,0.77,0.0,0.38,0.0,0.0,4.61,18.82,32.64,13.06,6.91,7.68,8.06,11.14,3.07,4.61,3.84,10.37,11.14,2.3,0.38,1.15,0.77,0.0,0.0,0.0,0.0,6.14,18.43,32.26,13.44,8.45,8.45,8.06,7.3,4.61,6.53,3.84,8.45,8.83,3.07,3.84,2.3,1.54,1.15,0.38,0.0,0.0,5.38,20.35,38.4,16.51,9.98,9.22,6.53,8.45,7.3,6.14,9.22,16.51,12.67,7.68,7.3,2.69,1.54,0.77,0.38,0.0,0.0,7.3,13.82,19.97,20.74,13.44,14.59,13.44,18.43,9.22,9.22,6.91,12.29,8.83,4.99,4.22,1.54,1.92,0.77,0.0,0.0,0.0,3.07,7.68,13.44,12.67,12.67,14.21,14.59,11.9,8.45,11.9,8.06,10.37,8.06,6.91,6.91,2.3,0.38,0.0,0,155.14,38.4,Fri,8,BL12,BR03,A,#67000d,24.998607,121.568069,BR03,Wanfang Community,萬芳社區站
26,2.14,0.0,0.0,14.99,36.41,59.98,36.41,27.85,32.13,64.26,128.52,113.53,81.4,68.54,62.12,44.98,27.85,21.42,19.28,8.57,2.14,0.0,0.0,0.0,14.99,38.56,70.69,25.7,29.99,36.41,40.7,36.41,36.41,44.98,49.27,70.69,51.41,29.99,17.14,12.85,10.71,2.14,0.0,0.0,0.0,14.99,44.98,59.98,25.7,23.56,34.27,49.27,38.56,38.56,55.69,44.98,62.12,55.69,19.28,21.42,14.99,10.71,2.14,2.14,0.0,0.0,12.85,34.27,66.4,27.85,29.99,29.99,38.56,36.41,27.85,44.98,51.41,87.82,59.98,32.13,19.28,21.42,10.71,0.0,2.14,0.0,0.0,14.99,38.56,64.26,38.56,40.7,47.12,59.98,59.98,42.84,53.55,64.26,98.53,214.2,160.65,51.41,32.13,19.28,4.28,0.0,0.0,0.0,19.28,38.56,53.55,57.83,55.69,57.83,79.25,64.26,55.69,40.7,34.27,64.26,40.7,25.7,19.28,12.85,12.85,4.28,0.0,0.0,0.0,12.85,27.85,42.84,44.98,34.27,47.12,38.56,44.98,44.98,38.56,38.56,57.83,53.55,21.42,19.28,10.71,8.57,2.14,1,734.96,214.2,Fri,18,BL12,BR04,B,#cb181d,24.999389,121.558201,BR04,Wanfang Hospital,萬芳醫院站
27,0.0,0.0,0.0,7.66,14.96,29.93,13.87,13.14,10.22,4.01,9.86,6.94,7.66,8.76,9.12,9.12,4.38,1.83,1.83,0.36,1.1,0.36,0.0,0.0,5.84,18.98,33.58,15.33,9.86,9.12,6.94,8.4,5.11,4.38,5.11,14.24,8.4,4.38,1.46,1.1,2.19,0.0,0.36,0.0,0.0,5.11,16.79,36.5,17.88,9.86,8.03,9.49,9.49,5.48,4.74,3.28,8.76,10.58,4.74,2.92,1.46,1.1,0.0,0.36,0.0,0.0,6.2,17.88,32.12,19.35,6.2,7.66,8.76,8.4,3.65,5.84,5.48,10.58,9.12,6.57,2.92,1.1,1.46,0.0,0.36,0.0,0.0,8.76,19.35,28.47,18.98,11.32,11.32,12.41,9.12,7.3,7.66,8.76,18.98,15.7,8.76,5.84,3.65,4.74,0.73,0.73,0.0,0.0,9.12,18.98,22.26,18.25,17.88,16.06,16.06,16.42,13.14,9.12,10.22,9.86,10.22,6.57,6.57,2.56,2.56,0.73,0.73,0.0,0.0,3.65,9.49,15.33,20.08,12.41,15.7,20.8,15.33,12.41,8.4,7.66,6.57,12.41,4.38,5.11,4.01,1.83,2.56,0,172.76,36.5,Wed,8,BL12,BR05,A,#67000d,25.005475,121.557107,BR05,Xinhai,辛亥站
28,0.0,0.0,0.0,9.07,27.69,35.34,22.44,18.62,14.8,13.37,17.19,11.46,16.24,10.03,14.32,12.42,10.5,7.64,6.21,3.34,0.48,0.0,0.0,0.0,10.03,35.81,45.36,23.88,12.42,10.5,10.5,11.46,10.98,7.16,5.73,10.98,13.37,8.59,6.68,4.3,2.86,0.96,0.48,0.0,0.0,10.03,34.86,43.93,25.31,16.71,10.5,14.32,13.37,10.03,12.42,9.07,14.8,18.62,9.07,6.21,6.21,2.86,0.96,0.48,0.0,0.0,10.03,34.86,47.75,24.35,10.98,12.42,12.89,12.89,10.98,8.59,7.64,15.28,16.24,10.5,7.16,7.16,2.39,0.48,0.96,0.0,0.0,10.98,39.16,43.93,24.83,16.24,12.42,21.01,20.53,16.71,13.85,16.24,24.83,22.44,14.8,16.24,10.98,4.78,0.96,0.96,0.0,0.0,12.42,25.78,31.04,38.68,29.6,32.95,30.08,28.17,21.49,23.4,18.14,23.88,21.49,9.55,9.55,9.07,3.82,3.82,1.43,0.0,0.0,10.98,15.28,32.95,27.69,22.44,31.52,22.44,28.17,20.06,23.4,17.67,23.4,18.62,14.32,11.94,8.59,2.39,1.43,0,290.74,47.75,Thu,8,BL12,BR06,A,#67000d,25.015464,121.56106499999999,BR06,Linguang,麟光站
